Product name,Original Price,Discount,Price After Discount,Ratings
"REDMI Note 12 5G (Frosted Green, 128 GB)  (6 GB RAM)","₹21,999",29% off,"₹15,490",4.2
"REDMI 11 Prime (Flashy Black, 64 GB)  (4 GB RAM)","₹14,999",43% off,"₹8,489",4.2
"REDMI Note 12 (Ice Blue, 128 GB)  (6 GB RAM)","₹20,999",38% off,"₹12,990",4.2
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (12 GB RAM)","₹35,999",16% off,"₹29,999",4.2
"REDMI 12 (Moonstone Silver, 128 GB)  (6 GB RAM)","₹15,999",41% off,"₹9,300",4.2
"REDMI 9i (Midnight Black, 64 GB)  (4 GB RAM)","₹9,999",10% off,"₹8,999",4.3
"REDMI NOTE 10 LITE (Glacier White, 64 GB)  (4 GB RAM)","₹16,999",32% off,"₹11,490",4.3
"REDMI Note 12 5G (Mystique Blue, 128 GB)  (4 GB RAM)","₹19,999",27% off,"₹14,499",3.9
"REDMI 10A (Sea Blue, 32 GB)  (3 GB RAM)",N/A,10% off,"₹10,999",4.1
"REDMI 11 Prime (Peppy Purple, 64 GB)  (4 GB RAM)","₹14,999",33% off,"₹9,990",4.2
"REDMI 11 Prime (Flashy Black, 64 GB)  (4 GB RAM)","₹14,999",36% off,"₹9,450",4.2
"REDMI 11 Prime (Peppy Purple, 64 GB)  (4 GB RAM)","₹12,999",35% off,"₹8,380",4.2
"REDMI Note 12 Pro 5G (Onyx Black, 128 GB)  (8 GB RAM)","₹31,999",25% off,"₹23,990",4.2
"REDMI Note 11T 5G (Matte black, 128 GB)  (8 GB RAM)","₹22,999",19% off,"₹18,490",4.1
"REDMI Note 12 Pro 5G (Stardust Purple, 128 GB)  (8 GB RAM)","₹29,999",20% off,"₹23,990",4.2
"REDMI 12 5G (Pastel Blue, 256 GB)  (8 GB RAM)","₹19,999",29% off,"₹14,000",4.2
"REDMI Note 11T 5G (Stardust White, 128 GB)  (6 GB RAM)","₹23,899",8% off,"₹21,899",4.2
"REDMI 11 Prime 5G (Thunder Black, 64 GB)  (4 GB RAM)","₹14,999",23% off,"₹11,495",4.2
"REDMI Note 10 Pro (Glacial Blue, 128 GB)  (6 GB RAM)","₹19,999",15% off,"₹16,990",4.3
"REDMI 9 Prime (Space Blue, 64 GB)  (4 GB RAM)",N/A,62% off,"₹11,999",4.4
"REDMI 9i (Nature Green, 64 GB)  (4 GB RAM)","₹9,999",16% off,"₹8,390",4.3
"REDMI 9 Power (Electric Green, 128 GB)  (6 GB RAM)",N/A,30% off,"₹16,999",4.3
"REDMI Note 10T 5G (Chromium White, 64 GB)  (4 GB RAM)","₹15,999",6% off,"₹14,999",4.3
"REDMI A3 (Olive Green, 128 GB)  (4 GB RAM)","₹10,999",18% off,"₹8,990",4.2
"REDMI Note 12 Pro 5G (Stardust Purple, 256 GB)  (12 GB RAM)","₹32,999",21% off,"₹25,999",4.2
"REDMI 12C (Mint Green, 128 GB)  (6 GB RAM)","₹14,999",33% off,"₹9,901",4.1
"REDMI Note 12 (Sunrise Gold, 64 GB)  (6 GB RAM)","₹18,999",35% off,"₹12,289",4.2
"REDMI Note 10S (Cosmic Purple, 128 GB)  (8 GB RAM)","₹20,999",11% off,"₹18,499",4.2
"REDMI Note 10S (Frost White, 128 GB)  (6 GB RAM)","₹18,999",26% off,"₹13,990",4.4
"REDMI Note 10S (Deep Sea Blue, 128 GB)  (8 GB RAM)","₹20,999",11% off,"₹18,499",4.2
"REDMI 9 Prime (Matte Black, 64 GB)  (4 GB RAM)",N/A,62% off,"₹11,999",4.4
"REDMI A2 (Sea Green, 64 GB)  (4 GB RAM)","₹10,999",24% off,"₹8,250",4.2
"REDMI Note 11T 5G (Matte black, 128 GB)  (8 GB RAM)","₹25,000",16% off,"₹20,999",4.1
"REDMI Note 12 5G (Matte Black, 256 GB)  (8 GB RAM)","₹23,999",29% off,"₹16,990",4.1
"(Refurbished) REDMI Note 12 Pro 5G (Onyx Black, 128 GB)  (6 GB RAM)","₹27,999",41% off,"₹16,499",3.5
"REDMI Note 12 5G (Sunrise Gold, 256 GB)  (8 GB RAM)","₹23,999",20% off,"₹18,999",4.1
"REDMI 11 Prime (Peppy Purple, 128 GB)  (6 GB RAM)","₹16,999",35% off,"₹10,980",4.3
"REDMI Note 12 (Lunar Black, 128 GB)  (6 GB RAM)","₹20,999",38% off,"₹12,990",4.2
"(Refurbished) REDMI Note 12 Pro 5G (Glacier Blue, 128 GB)  (6 GB RAM)","₹24,999",34% off,"₹16,499",3.5
"REDMI Note 12 (Ice Blue, 64 GB)  (6 GB RAM)","₹18,999",36% off,"₹11,990",4.2
"REDMI Note 12 5G (Mystique Blue, 128 GB)  (6 GB RAM)","₹21,999",18% off,"₹17,999",4.2
"REDMI Note 12 5G (Sunrise Gold, 256 GB)  (8 GB RAM)","₹23,999",20% off,"₹18,999",4.1
"REDMI 11 Prime (Peppy Purple, 128 GB)  (6 GB RAM)","₹16,999",35% off,"₹10,980",4.3
"(Refurbished) REDMI Note 12 Pro 5G (Glacier Blue, 128 GB)  (6 GB RAM)","₹24,999",34% off,"₹16,499",3.5
"REDMI Note 12 (Ice Blue, 64 GB)  (6 GB RAM)","₹18,999",36% off,"₹11,990",4.2
"REDMI Note 12 5G (Mystique Blue, 128 GB)  (6 GB RAM)","₹21,999",18% off,"₹17,999",4.2
"REDMI 11 Prime (Peppy Purple, 128 GB)  (6 GB RAM)","₹14,999",26% off,"₹10,980",4.3
"REDMI 10 Prime 2022 (Bifrost Blue, 128 GB)  (4 GB RAM)",N/A,N/A,"₹16,999",4.2
"REDMI Note 11T 5G (Aquamarine Blue, 128 GB)  (8 GB RAM)",N/A,N/A,"₹22,999",4.1
"REDMI Note 12 (Lunar Black, 128 GB)  (6 GB RAM)","₹20,999",38% off,"₹12,990",4.2
"REDMI Note 9 (Aqua Green, 128 GB)  (6 GB RAM)",N/A,N/A,"₹18,999",4.3
"REDMI Note 12 Pro+ 5G (Arctic White, 256 GB)  (8 GB RAM)","₹33,999",17% off,"₹27,999",4.2
"REDMI 9 Power (Fiery Red, 128 GB)  (4 GB RAM)",N/A,N/A,"₹15,999",4.3
"REDMI Note 8 Pro (Electric Blue, 64 GB)  (6 GB RAM)",N/A,30% off,"₹16,999",4.5
"REDMI 10 Prime 2022 (Phantom Black, 128 GB)  (4 GB RAM)",N/A,N/A,"₹16,999",4.2
"REDMI 13C 5G (Starlight Black, 128 GB)  (6 GB RAM)","₹15,999",28% off,"₹11,499",4.2
"REDMI Note 12 Pro+ 5G (Obsidian Black, 256 GB)  (12 GB RAM)","₹36,999",16% off,"₹30,999",4.2
"REDMI Note 12 Pro 5G (Onyx Black, 128 GB)  (6 GB RAM)","₹27,999",28% off,"₹19,990",4.2
"REDMI Note 10S (Shadow Black, 128 GB)  (6 GB RAM)","₹18,999",21% off,"₹14,990",4.4
"REDMI Note 10 Pro (Glacial Blue, 128 GB)  (6 GB RAM)","₹19,999",14% off,"₹17,010",4.3
"REDMI Note 11 SE (Thunder Purple, 64 GB)  (6 GB RAM)","₹16,999",17% off,"₹13,999",4.3
"REDMI K50i 5G (Quick Silver, 128 GB)  (6 GB RAM)",N/A,N/A,"₹31,999",4.2
"REDMI 8A Dual (Sky White, 32 GB)  (2 GB RAM)",N/A,N/A,"₹8,999",4.3
"REDMI Note 13 Pro 5G (Arctic White, 256 GB)  (8 GB RAM)","₹30,999",19% off,"₹24,999",4.3
"REDMI 13C (Starshine Green, 256 GB)  (8 GB RAM)","₹15,999",31% off,"₹10,999",4.1
"REDMI Note 10 (Aqua Green, 128 GB)  (6 GB RAM)","₹17,999",26% off,"₹13,198",4.3
"REDMI 12 5G (Pastel Blue, 128 GB)  (4 GB RAM)","₹15,999",30% off,"₹11,050",4.3
"REDMI 9 Activ (Carbon Black, 64 GB)  (4 GB RAM)","₹10,999",30% off,"₹7,694",4.2
"REDMI Note 12 Pro 5G (Glacier Blue, 256 GB)  (8 GB RAM)","₹31,999",36% off,"₹20,239",4.2
"REDMI 10A (Slate Grey, 32 GB)  (3 GB RAM)","₹10,999",31% off,"₹7,569",4.1
"REDMI 13C (Starshine Green, 256 GB)  (8 GB RAM)","₹15,999",34% off,"₹10,499",4.1
"(Refurbished) REDMI 11 Prime (Playful Green, 128 GB)  (6 GB RAM)","₹13,999",54% off,"₹6,399",3.5
"REDMI A2 (Sea Green, 64 GB)  (4 GB RAM)","₹10,999",36% off,"₹6,999",4.2
"REDMI Note 10 (Frost White, 64 GB)  (4 GB RAM)","₹15,999",18% off,"₹12,980",4.3
"REDMI A3 (Lake Blue, 128 GB)  (4 GB RAM)","₹10,999",27% off,"₹7,985",4.2
"REDMI Note 10S (Deep Sea Blue, 64 GB)  (6 GB RAM)","₹16,999",11% off,"₹14,999",4.4
"REDMI 10A (Sea Blue, 64 GB)  (4 GB RAM)","₹11,999",33% off,"₹7,999",4.2
"REDMI 13C (Starfrost White, 128 GB)  (6 GB RAM)","₹13,999",32% off,"₹9,486",4.2
"REDMI Note 9 (Shadow Black, 128 GB)  (4 GB RAM)",N/A,N/A,"₹16,499",4.3
"REDMI Note 11S (Polar White, 128 GB)  (8 GB RAM)","₹21,999",41% off,"₹12,967",4.2
"REDMI 9 Activ (Coral Green, 64 GB)  (4 GB RAM)","₹10,999",18% off,"₹8,999",4.2
"REDMI 12 5G (Jade Black, 128 GB)  (4 GB RAM)","₹15,999",31% off,"₹10,900",4.3
"REDMI Note 10 (Shadow Black, 64 GB)  (4 GB RAM)","₹15,999",33% off,"₹10,699",4.3
"REDMI 12 5G (Moonstone Silver, 128 GB)  (4 GB RAM)","₹15,999",21% off,"₹12,490",4.3
"REDMI 13C (Stardust Black, 256 GB)  (8 GB RAM)","₹15,999",34% off,"₹10,499",4.1
"(Refurbished) REDMI A2 (Sea Green, 64 GB)  (2 GB RAM)","₹5,499",27% off,"₹3,999",3.5
"REDMI 10 Prime 2022 (Bifrost Blue, 64 GB)  (4 GB RAM)","₹14,999",33% off,"₹9,990",4.2
"REDMI NOTE 10 LITE (Champagne Gold, 64 GB)  (4 GB RAM)","₹14,989",3% off,"₹14,489",4.3
"REDMI A1+ (Light Blue, 32 GB)  (2 GB RAM)","₹9,999",25% off,"₹7,499",4.2
"REDMI 12 5G (Moonstone Silver, 128 GB)  (4 GB RAM)","₹15,999",21% off,"₹12,490",4.3
"REDMI 13C (Stardust Black, 256 GB)  (8 GB RAM)","₹15,999",34% off,"₹10,499",4.1
"REDMI 11 Prime (Flashy Black, 128 GB)  (6 GB RAM)","₹16,999",47% off,"₹8,990",4.3
"(Refurbished) REDMI A2 (Sea Green, 64 GB)  (2 GB RAM)","₹5,499",27% off,"₹3,999",3.5
"REDMI Note 9 (Aqua Green, 64 GB)  (4 GB RAM)",N/A,55% off,"₹14,999",4.3
"REDMI Note 9 (Pebble Grey, 64 GB)  (4 GB RAM)",N/A,55% off,"₹14,999",4.3
"REDMI 10 Prime 2022 (Bifrost Blue, 64 GB)  (4 GB RAM)","₹14,999",33% off,"₹9,990",4.2
"(Refurbished) REDMI A2 (Aqua Blue, 32 GB)  (2 GB RAM)","₹8,999",52% off,"₹4,299",3.5
"REDMI Note 11S (Horizon Blue, 128 GB)  (6 GB RAM)","₹20,999",4% off,"₹19,998",4.1
"REDMI Note 9 (Pebble Grey, 128 GB)  (4 GB RAM)",N/A,N/A,"₹16,499",4.3
"(Refurbished) REDMI Note 12 Pro+ 5G (Arctic White, 256 GB)  (8 GB RAM)","₹33,999",46% off,"₹18,099",3.5
"REDMI Note 10 Pro (Vintage Bronze, 64 GB)  (6 GB RAM)","₹17,999",2% off,"₹17,638",4.3
"REDMI Note 10 Pro (Dark Night, 64 GB)  (6 GB RAM)",N/A,N/A,"₹17,989",4.3
"REDMI NOTE 10 LITE (Champagne Gold, 64 GB)  (4 GB RAM)","₹14,989",3% off,"₹14,489",4.3
"REDMI A2 (Classic Black, 32 GB)  (2 GB RAM)",N/A,N/A,"₹8,999",4.1
"REDMI K50i 5G (Quick Silver, 256 GB)  (8 GB RAM)",N/A,20% off,"₹35,999",4.2
"REDMI NOTE 10 LITE (Aurora Blue, 128 GB)  (6 GB RAM)","₹16,999",35% off,"₹10,899",4.3
"(Refurbished) REDMI Note 12 Pro+ 5G (Arctic White, 256 GB)  (12 GB RAM)","₹26,999",28% off,"₹19,299",3.5
"REDMI Note 11 SE (Cosmic White, 64 GB)  (6 GB RAM)","₹16,999",11% off,"₹14,999",4.3
"REDMI Note 11T 5G (Stardust White, 128 GB)  (6 GB RAM)","₹20,999",23% off,"₹15,999",4.2
"REDMI NOTE 10 LITE (Aurora Blue, 128 GB)  (4 GB RAM)","₹17,999",26% off,"₹13,299",4.3
"(Refurbished) REDMI Note 11T 5G (Stardust White, 128 GB)  (6 GB RAM)","₹20,999",44% off,"₹11,699",3.5
"REDMI NOTE 10 LITE (Champagne Gold, 128 GB)  (6 GB RAM)","₹19,999",31% off,"₹13,790",4.3
"REDMI Note 11S (Horizon Blue, 128 GB)  (8 GB RAM)","₹20,999",38% off,"₹12,999",4.2
"REDMI NOTE 10 LITE (Champagne Gold, 128 GB)  (4 GB RAM)","₹17,999",22% off,"₹13,990",4.3
"REDMI Note 11S (Horizon Blue, 128 GB)  (8 GB RAM)","₹20,999",38% off,"₹12,999",4.2
"(Refurbished) REDMI 12C (Mint Green, 64 GB)  (4 GB RAM)","₹6,999",28% off,"₹4,999",3.5
"REDMI 13C (Starfrost White, 256 GB)  (8 GB RAM)","₹15,999",34% off,"₹10,499",4.1
"REDMI A1+ (Black, 32 GB)  (3 GB RAM)","₹10,999",22% off,"₹8,499",4.1
"REDMI Note 12 Pro+ 5G (Obsidian Black, 256 GB)  (8 GB RAM)","₹33,999",14% off,"₹28,990",4.2
"REDMI 9 Prime (Mint Green, 64 GB)  (4 GB RAM)",N/A,62% off,"₹11,999",4.4
"REDMI Note 9 (Aqua Green, 128 GB)  (4 GB RAM)",N/A,N/A,"₹16,499",4.3
"REDMI 9 Activ (Metallic Purple, 128 GB)  (6 GB RAM)",N/A,55% off,"₹12,999",4.2
"REDMI Note 12 Pro 5G (Onyx Black, 256 GB)  (12 GB RAM)","₹32,999",21% off,"₹25,999",4.2
"REDMI 9 Power (Blazing Blue, 128 GB)  (6 GB RAM)",N/A,30% off,"₹16,999",4.3
"REDMI 11 Prime 5G (Chrome Silver, 64 GB)  (4 GB RAM)",N/A,N/A,"₹15,999",4.2
"REDMI Note 12 Pro 5G (Stardust Purple, 256 GB)  (8 GB RAM)","₹31,999",25% off,"₹23,999",4.2
"REDMI Note 12 (Lunar Black, 64 GB)  (6 GB RAM)","₹18,999",34% off,"₹12,490",4.2
"REDMI Note 12 5G (Sunrise Gold, 128 GB)  (4 GB RAM)","₹19,999",30% off,"₹13,999",3.9
"REDMI Note 10 Pro (Vintage Bronze, 128 GB)  (6 GB RAM)",N/A,33% off,"₹19,999",4.3
"REDMI Note 10 Pro (Dark Night, 128 GB)  (6 GB RAM)",N/A,33% off,"₹19,999",4.3
"REDMI 10A (Slate Grey, 32 GB)  (3 GB RAM)","₹10,999",18% off,"₹8,999",4.1
"REDMI Note 10 Pro Max (Vintage Bronze, 128 GB)  (8 GB RAM)",N/A,N/A,"₹24,499",4.3
"REDMI 9 Power (Fiery Red, 64 GB)  (4 GB RAM)",N/A,55% off,"₹13,999",4.3
"(Refurbished) REDMI 12C (Mint Green, 128 GB)  (6 GB RAM)","₹8,999",24% off,"₹6,799",3.5
"REDMI A2+ (Sea Green, 32 GB)  (2 GB RAM)",N/A,N/A,"₹9,999",4.4
"REDMI A2+ (Classic Black, 32 GB)  (2 GB RAM)","₹9,999",N/A,"₹9,990",4.4
"REDMI Note 10S (Cosmic Purple, 64 GB)  (6 GB RAM)","₹16,999",11% off,"₹14,999",4.4
"REDMI Note 10S (Cosmic Purple, 64 GB)  (6 GB RAM)","₹16,999",11% off,"₹14,999",4.4
"REDMI Note 10S (Deep Sea Blue, 128 GB)  (6 GB RAM)","₹18,999",13% off,"₹16,499",4.4
"REDMI Note 10T 5G (Graphite Black, 128 GB)  (6 GB RAM)","₹18,999",10% off,"₹16,999",4.2
"REDMI Note 9 (Scarlet Red, 128 GB)  (4 GB RAM)",N/A,N/A,"₹13,890",4.3
"REDMI Note 10 Pro (Vintage Bronze, 128 GB)  (8 GB RAM)",N/A,N/A,"₹20,729",4.3
"(Refurbished) REDMI Note 10 Pro (Dark Nebula, 128 GB)  (6 GB RAM)","₹23,999",53% off,"₹11,099",3.5
"REDMI A2 (Classic Black, 64 GB)  (4 GB RAM)","₹10,999",33% off,"₹7,299",4.2
"REDMI Note 9 (Scarlet Red, 64 GB)  (4 GB RAM)","₹14,999",33% off,"₹9,996",4.3
"REDMI K50i 5G (Stealth Black, 256 GB)  (8 GB RAM)",N/A,20% off,"₹35,999",4.2
"(Refurbished) REDMI Note 12 (Sunrise Gold, 64 GB)  (6 GB RAM)","₹18,999",50% off,"₹9,499",3.5
"REDMI Note 12 (Sunrise Gold, 128 GB)  (6 GB RAM)","₹20,999",33% off,"₹13,999",4.2
"REDMI Note 10T 5G (Metallic Blue, 128 GB)  (6 GB RAM)","₹18,999",10% off,"₹16,999",4.2
Peace Mi4  (Gold+Black),"₹1,499",23% off,"₹1,149",3.3
"REDMI 9 Prime (Matte Black, 128 GB)  (4 GB RAM)",N/A,55% off,"₹13,999",4.4
"REDMI Note 11 SE (Space Black, 64 GB)  (6 GB RAM)",N/A,30% off,"₹16,999",4.3
"REDMI Note 9 (Arctic White, 64 GB)  (4 GB RAM)",N/A,55% off,"₹14,999",4.3
"(Refurbished) REDMI Note 12 Pro 5G (Stardust Purple, 128 GB)  (6 GB RAM)","₹27,999",41% off,"₹16,499",3.5
"REDMI Note 10T 5G (Graphite Black, 64 GB)  (4 GB RAM)","₹16,999",11% off,"₹14,999",4.3
"REDMI Note 9 (Shadow Black, 64 GB)  (4 GB RAM)",N/A,55% off,"₹14,999",4.3
"REDMI A2+ (Aqua Blue, 32 GB)  (2 GB RAM)",N/A,N/A,"₹9,999",4.1
"REDMI Note 12 Pro+ 5G (Arctic White, 256 GB)  (12 GB RAM)","₹36,999",16% off,"₹30,999",4.2
"REDMI 9i (Midnight Black, 128 GB)  (4 GB RAM)","₹10,999",15% off,"₹9,299",4.3
"REDMI 9 Activ (Carbon Black, 128 GB)  (6 GB RAM)",N/A,55% off,"₹12,999",4.2
"REDMI 9 Activ (Coral Green, 128 GB)  (6 GB RAM)",N/A,55% off,"₹12,999",4.2
"REDMI Note 10S (Cosmic Purple, 128 GB)  (6 GB RAM)","₹18,999",13% off,"₹16,499",4.4
"REDMI Note 11T 5G (Aquamarine Blue, 128 GB)  (8 GB RAM)","₹22,999",34% off,"₹14,999",4.1
"REDMI Note 10 (Aqua Green, 64 GB)  (4 GB RAM)","₹16,999",39% off,"₹10,259",4.3
"REDMI Note 10 Pro (Dark Nebula, 128 GB)  (6 GB RAM)",N/A,33% off,"₹19,999",4.3
"REDMI Note 9 Pro Max (Interstellar Black, 64 GB)  (6 GB RAM)",N/A,33% off,"₹18,999",4.4
"REDMI Note 12 5G (Sunrise Gold, 128 GB)  (4 GB RAM)","₹19,999",22% off,"₹15,499",3.9
"REDMI Note 10T 5G (Chromium White, 128 GB)  (6 GB RAM)","₹18,999",10% off,"₹16,999",4.2
"REDMI 13C (Stardust Black, 256 GB)  (8 GB RAM)","₹15,999",31% off,"₹10,999",4.1
"REDMI 9 Activ (Carbon Black, 64 GB)  (4 GB RAM)",N/A,N/A,"₹8,299",4.2
"REDMI 9 Prime (Sunrise Flare, 64 GB)  (4 GB RAM)",N/A,62% off,"₹11,999",4.4
"REDMI 8A Dual (Midnight Grey, 32 GB)  (2 GB RAM)",N/A,50% off,"₹8,499",4.3
"REDMI 9 Prime (Sunrise Flare, 128 GB)  (4 GB RAM)",N/A,N/A,"₹13,999",4.4
"REDMI Note 9 (Shadow Black, 128 GB)  (6 GB RAM)",N/A,33% off,"₹18,999",4.3
"REDMI 9i (Sea Blue, 128 GB)  (4 GB RAM)","₹10,999",15% off,"₹9,299",4.3
"REDMI Note 9 Pro Max (Glacier White, 128 GB)  (6 GB RAM)",N/A,20% off,"₹20,999",4.4
"REDMI Note 9 Pro Max (Champagne Gold, 64 GB)  (6 GB RAM)",N/A,33% off,"₹18,999",4.4
"(Refurbished) REDMI A1+ (Light Green, 32 GB)  (3 GB RAM)","₹9,999",51% off,"₹4,899",3.5
"REDMI 9 Power (Mighty Black, 64 GB)  (4 GB RAM)",N/A,55% off,"₹13,999",4.3
"REDMI Note 10 Pro Max (Vintage Bronze, 128 GB)  (6 GB RAM)",N/A,23% off,"₹22,999",4.3
"REDMI 12C (Royal Blue, 128 GB)  (6 GB RAM)","₹15,999",41% off,"₹9,299",4.1
"REDMI Note 12 5G (Mystique Blue, 128 GB)  (6 GB RAM)","₹21,999",27% off,"₹15,999",4.2
"(Refurbished) REDMI Note 12 5G (Sunrise Gold, 128 GB)  (6 GB RAM)","₹21,999",45% off,"₹11,999",3.5
"(Refurbished) REDMI 12 5G (Jade Black, 256 GB)  (8 GB RAM)","₹17,999",41% off,"₹10,499",3.5
"(Refurbished) REDMI Note 12 (Lunar Black, 128 GB)  (6 GB RAM)","₹18,999",47% off,"₹9,999",3.5
"(Refurbished) REDMI 11 Prime (Peppy Purple, 64 GB)  (4 GB RAM)","₹14,999",53% off,"₹6,999",3.5
"(Refurbished) REDMI 10 (Sunrise Orange, 64 GB)  (4 GB RAM)","₹12,999",50% off,"₹6,499",3.5
"REDMI 10 Prime 2022 (Bifrost Blue, 128 GB)  (4 GB RAM)","₹16,936",35% off,"₹10,999",4.2
"(Refurbished) REDMI Note 11 SE (Cosmic White, 64 GB)  (6 GB RAM)","₹19,999",60% off,"₹7,999",3.5
"(Refurbished) REDMI Note 10T 5G (Mint Green, 64 GB)  (4 GB RAM)","₹18,999",47% off,"₹9,999",3.5
"(Refurbished) REDMI Note 11 SE (Bifrost Blue, 64 GB)  (6 GB RAM)","₹18,999",57% off,"₹7,999",3.5
"(Refurbished) REDMI Note 12 (Ice Blue, 64 GB)  (6 GB RAM)","₹18,999",50% off,"₹9,499",3.5
"REDMI Note 10S (Deep Sea Blue, 64 GB)  (6 GB RAM)","₹16,999",23% off,"₹12,990",4.4
"REDMI Note 9 (Scarlet Red, 128 GB)  (6 GB RAM)",N/A,N/A,"₹18,999",4.3
"REDMI Note 10S (Cosmic Purple, 64 GB)  (6 GB RAM)","₹13,999",7% off,"₹12,990",4.4
"REDMI 9 Power (Electric Green, 64 GB)  (4 GB RAM)",N/A,55% off,"₹13,999",4.3
"REDMI 9 Power (Mighty Black, 128 GB)  (4 GB RAM)",N/A,30% off,"₹15,999",4.3
"(Refurbished) REDMI Note 12 Pro+ 5G (Iceberg Blue, 256 GB)  (8 GB RAM)","₹29,999",33% off,"₹19,999",3.5
"REDMI 13C (Starfrost White, 256 GB)  (8 GB RAM)","₹15,999",31% off,"₹10,999",4.1
"REDMI 9 (CarbonBlack, 128 GB)  (4 GB RAM)",N/A,N/A,"₹10,390",4.2
"REDMI 9 Power (Mighty Black, 128 GB)  (6 GB RAM)",N/A,30% off,"₹16,999",4.3
"REDMI 9i (Nature Green, 128 GB)  (4 GB RAM)","₹10,999",15% off,"₹9,299",4.3
"REDMI 9 Prime (Space Blue, 128 GB)  (4 GB RAM)",N/A,N/A,"₹13,999",4.4
"REDMI Note 9 (Pebble Grey, 128 GB)  (6 GB RAM)",N/A,33% off,"₹18,999",4.3
"REDMI 9 Power (Electric Green, 128 GB)  (4 GB RAM)",N/A,30% off,"₹15,999",4.3
"REDMI 10 Prime 2022 (Astral White, 128 GB)  (4 GB RAM)",N/A,N/A,"₹11,799",4.2
"REDMI Note 8 Pro (Halo White, 128 GB)  (6 GB RAM)",N/A,33% off,"₹17,999",4.5
"REDMI Note 12 Pro+ 5G (Iceberg Blue, 256 GB)  (12 GB RAM)","₹36,999",16% off,"₹30,999",4.2
"REDMI Note 9 (Scarlet Red, 128 GB)  (4 GB RAM)",N/A,30% off,"₹16,499",4.3
